event,time,Cost,Duration,Email,Platform,Workspace,Owner,Segments
Outbound SMS,1763614800,0.040239,,user50f@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1763701200,1.82085,520.0 seconds,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1763701200,0.353237,168.0 seconds,owner30@freelancepro3.com,mobile,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1763701200,0.28545,183.0 seconds,owner31@startupduo1.com,mobile,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1763701200,0.076725,16.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1763701200,0.963793,578.0 seconds,owner33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1763701200,0.57619,263.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1763701200,0.166307,102.0 seconds,user36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1763701200,2.207931,585.0 seconds,owner38@twopersoncorp2.com,discord,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1763701200,0.208077,112.0 seconds,user43b@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1763701200,0.621423,159.0 seconds,user46a@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1763701200,0.035347,,owner6@soloentrepreneur1.com,mobile,SoloEntrepreneur1,owner6@soloentrepreneur1.com,2
Outbound SMS,1763701200,0.112082,,owner10@freelancepro1.com,web,FreelancePro1,owner10@freelancepro1.com,4
Outbound SMS,1763701200,0.038649,,owner18@individualbiz2.com,web,IndividualBiz2,owner18@individualbiz2.com,3
Outbound SMS,1763701200,0.141657,,owner20@freelancepro2.com,mobile,FreelancePro2,owner20@freelancepro2.com,3
Outbound SMS,1763701200,0.10316,,owner45@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,4
Outbound SMS,1763701200,0.022147,,user49d@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,2
Outbound Calls,1763787600,0.867351,333.0 seconds,owner1@soloconsultant1.com,web,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1763787600,0.66109,167.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1763787600,0.629188,152.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1763787600,0.158816,65.0 seconds,user38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound Calls,1763787600,1.781999,361.0 seconds,owner48@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1763787600,0.586952,217.0 seconds,user48d@growthcompany1.com,insightly,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1763874000,1.103315,348.0 seconds,owner8@individualbiz1.com,mobile,IndividualBiz1,owner8@individualbiz1.com,
Outbound Calls,1763874000,1.206879,301.0 seconds,owner20@freelancepro2.com,mobile,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1763874000,0.422001,90.0 seconds,owner30@freelancepro3.com,mobile,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1763874000,0.783848,292.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1763874000,0.913423,538.0 seconds,user32@smallteam1.com,trello,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1763874000,0.801866,545.0 seconds,user43a@triostartup2.com,web,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1763874000,0.440773,276.0 seconds,user50h@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1763874000,1.56632,319.0 seconds,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1763874000,0.077097,,user32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,4
Outbound Calls,1763960400,1.512404,539.0 seconds,owner2@freelanceexpert1.com,pipedrive,FreelanceExpert1,owner2@freelanceexpert1.com,
Outbound Calls,1763960400,0.665279,183.0 seconds,owner7@oneperson1.com,monday,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1763960400,1.341811,456.0 seconds,owner8@individualbiz1.com,mobile,IndividualBiz1,owner8@individualbiz1.com,
Outbound Calls,1763960400,0.750651,162.0 seconds,owner11@soloconsultant2.com,web,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1763960400,0.893328,330.0 seconds,owner17@oneperson2.com,web,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1763960400,0.053708,12.0 seconds,owner34@partnershipbiz1.com,mobile,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1763960400,1.199451,485.0 seconds,owner36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1763960400,0.261401,180.0 seconds,owner41@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1763960400,0.666429,204.0 seconds,user45c@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1763960400,0.3207,88.0 seconds,user50c@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1763960400,0.032319,,owner19@soloventure2.com,mobile,SoloVenture2,owner19@soloventure2.com,1
Outbound Calls,1764046800,0.657877,171.0 seconds,owner23@independentsales3.com,mobile,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1764046800,0.418112,133.0 seconds,user36@startupduo2.com,mobile,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1764046800,2.029796,443.0 seconds,owner40@threepersonteam1.com,teams,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1764046800,0.507258,342.0 seconds,user48d@growthcompany1.com,insightly,GrowthCompany1,owner48@growthcompany1.com,
Outbound SMS,1764046800,0.068167,,owner36@startupduo2.com,mobile,StartupDuo2,owner36@startupduo2.com,3
Outbound Calls,1764133200,0.055532,38.0 seconds,owner6@soloentrepreneur1.com,discord,SoloEntrepreneur1,owner6@soloentrepreneur1.com,
Outbound Calls,1764133200,0.171819,170.0 seconds,owner11@soloconsultant2.com,web,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1764133200,0.871661,388.0 seconds,owner18@individualbiz2.com,web,IndividualBiz2,owner18@individualbiz2.com,
Outbound Calls,1764133200,0.871955,574.0 seconds,owner23@independentsales3.com,mobile,IndependentSales3,owner23@independentsales3.com,
Outbound Calls,1764133200,0.691075,497.0 seconds,user32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764133200,0.921408,500.0 seconds,owner43@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,
Outbound Calls,1764133200,1.426693,342.0 seconds,user45d@growingstartup1.com,zoho,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1764133200,0.054609,,owner23@independentsales3.com,web,IndependentSales3,owner23@independentsales3.com,2
Outbound SMS,1764133200,0.030103,,owner23@independentsales3.com,mobile,IndependentSales3,owner23@independentsales3.com,1
Outbound SMS,1764133200,0.090428,,user49a@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,3
Outbound SMS,1764133200,0.020961,,user50f@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,1
Outbound Calls,1764219600,0.908218,434.0 seconds,owner18@individualbiz2.com,mobile,IndividualBiz2,owner18@individualbiz2.com,
Outbound Calls,1764219600,0.679211,165.0 seconds,user46a@mediumteam1.com,teams,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1764219600,0.276935,219.0 seconds,user46b@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1764219600,0.780435,543.0 seconds,user46b@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1764219600,0.511509,224.0 seconds,user46e@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1764219600,0.145595,,user43b@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,3
Outbound Calls,1764306000,0.13667,110.0 seconds,owner3@independentsales1.com,freshsales,IndependentSales1,owner3@independentsales1.com,
Outbound Calls,1764306000,1.561725,456.0 seconds,owner6@soloentrepreneur1.com,mobile,SoloEntrepreneur1,owner6@soloentrepreneur1.com,
Outbound Calls,1764306000,1.041022,382.0 seconds,owner6@soloentrepreneur1.com,web,SoloEntrepreneur1,owner6@soloentrepreneur1.com,
Outbound Calls,1764306000,1.570944,434.0 seconds,owner15@selfemployed2.com,web,SelfEmployed2,owner15@selfemployed2.com,
Outbound Calls,1764306000,0.594604,210.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764306000,0.841886,352.0 seconds,user45d@growingstartup1.com,web,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1764306000,2.300905,589.0 seconds,user50f@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1764306000,0.146124,,owner19@soloventure2.com,mobile,SoloVenture2,owner19@soloventure2.com,3
Outbound SMS,1764306000,0.018664,,owner43@triostartup2.com,mobile,TrioStartup2,owner43@triostartup2.com,1
Outbound SMS,1764306000,0.031536,,user49c@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,1
Outbound Calls,1764392400,0.363863,174.0 seconds,owner20@freelancepro2.com,web,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1764392400,0.658294,338.0 seconds,owner30@freelancepro3.com,mobile,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1764392400,0.147727,46.0 seconds,owner36@startupduo2.com,discord,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1764392400,0.716507,576.0 seconds,owner39@triostartup1.com,web,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1764392400,0.300582,115.0 seconds,user41a@trioventure1.com,notion,TrioVenture1,owner41@trioventure1.com,
Outbound SMS,1764392400,0.04825,,user49b@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,2
Outbound Calls,1764478800,0.687313,459.0 seconds,owner11@soloconsultant2.com,mobile,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1764478800,1.394477,554.0 seconds,owner30@freelancepro3.com,mobile,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1764478800,2.254939,484.0 seconds,owner30@freelancepro3.com,insightly,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1764478800,0.35409,96.0 seconds,owner33@twopersoncorp1.com,asana,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1764478800,0.330968,83.0 seconds,owner42@smallcorp1.com,activecampaign,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1764478800,0.74646,524.0 seconds,user42a@smallcorp1.com,nutshell,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1764478800,0.902564,591.0 seconds,user46f@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1764478800,0.043667,,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,3
Outbound SMS,1764478800,0.145991,,owner36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,4
Outbound Calls,1764565200,1.61239,368.0 seconds,owner17@oneperson2.com,web,OnePerson2,owner17@oneperson2.com,
Outbound Calls,1764565200,0.112893,85.0 seconds,owner32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764565200,1.235245,287.0 seconds,owner36@startupduo2.com,discord,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1764565200,0.552917,264.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound SMS,1764565200,0.090878,,owner25@selfemployed3.com,asana,SelfEmployed3,owner25@selfemployed3.com,3
Outbound SMS,1764565200,0.011482,,user48c@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,1
Outbound Calls,1764651600,0.385796,172.0 seconds,owner12@freelanceexpert2.com,web,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1764651600,0.356328,162.0 seconds,owner30@freelancepro3.com,front,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1764651600,1.529156,378.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764651600,0.814042,514.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764651600,1.841244,443.0 seconds,user32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764651600,0.695815,328.0 seconds,user39a@triostartup1.com,mobile,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1764651600,0.272944,58.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1764651600,0.953972,431.0 seconds,user46a@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1764651600,0.441602,204.0 seconds,user46b@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1764651600,0.095956,,user40b@threepersonteam1.com,mobile,ThreePersonTeam1,owner40@threepersonteam1.com,2
Outbound Calls,1764738000,0.317937,270.0 seconds,owner6@soloentrepreneur1.com,web,SoloEntrepreneur1,owner6@soloentrepreneur1.com,
Outbound Calls,1764738000,0.070734,47.0 seconds,owner13@independentsales2.com,asana,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1764738000,0.719745,312.0 seconds,owner14@personalbrand2.com,engagebay,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1764738000,0.360963,178.0 seconds,owner14@personalbrand2.com,mobile,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1764738000,1.194782,289.0 seconds,owner32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764738000,0.162564,119.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764738000,0.948169,448.0 seconds,user41b@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1764738000,2.641796,589.0 seconds,user46c@mediumteam1.com,mobile,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1764738000,0.286692,195.0 seconds,user46c@mediumteam1.com,nutshell,MediumTeam1,owner46@mediumteam1.com,
Outbound SMS,1764738000,0.038287,,owner31@startupduo1.com,web,StartupDuo1,owner31@startupduo1.com,1
Outbound SMS,1764738000,0.051585,,user50b@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1764824400,1.587663,494.0 seconds,owner9@soloventure1.com,mobile,SoloVenture1,owner9@soloventure1.com,
Outbound Calls,1764824400,2.364558,519.0 seconds,owner24@personalbrand3.com,web,PersonalBrand3,owner24@personalbrand3.com,
Outbound Calls,1764824400,1.194568,326.0 seconds,user35@duoventure1.com,web,DuoVenture1,owner35@duoventure1.com,
Outbound Calls,1764824400,1.00261,308.0 seconds,owner36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1764824400,0.249964,80.0 seconds,user45c@growingstartup1.com,zapier,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1764824400,1.062508,332.0 seconds,user45d@growingstartup1.com,mobile,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1764824400,1.071607,563.0 seconds,user48c@growthcompany1.com,web,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1764824400,0.181691,171.0 seconds,user48e@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1764824400,1.54582,512.0 seconds,user50c@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1764824400,0.195049,,owner11@soloconsultant2.com,mobile,SoloConsultant2,owner11@soloconsultant2.com,4
Outbound SMS,1764824400,0.082827,,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,3
Outbound SMS,1764824400,0.072871,,owner47@expandingcorp1.com,web,ExpandingCorp1,owner47@expandingcorp1.com,2
Outbound Calls,1764910800,1.054395,322.0 seconds,owner11@soloconsultant2.com,mobile,SoloConsultant2,owner11@soloconsultant2.com,
Outbound Calls,1764910800,1.764604,521.0 seconds,owner21@soloconsultant3.com,web,SoloConsultant3,owner21@soloconsultant3.com,
Outbound Calls,1764910800,0.275217,105.0 seconds,user31@startupduo1.com,web,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1764910800,1.523566,342.0 seconds,owner32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764910800,0.144244,65.0 seconds,user45d@growingstartup1.com,zoho,GrowingStartup1,owner45@growingstartup1.com,
Outbound Calls,1764910800,1.541103,506.0 seconds,user50c@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1764910800,0.046425,,owner13@independentsales2.com,web,IndependentSales2,owner13@independentsales2.com,1
Outbound SMS,1764910800,0.126893,,user41b@trioventure1.com,web,TrioVenture1,owner41@trioventure1.com,4
Outbound Calls,1764997200,0.97872,263.0 seconds,owner28@individualbiz3.com,salesmate,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1764997200,0.493174,121.0 seconds,user32@smallteam1.com,slack,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1764997200,2.299858,569.0 seconds,owner36@startupduo2.com,zoho,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1764997200,1.564764,337.0 seconds,user39a@triostartup1.com,mobile,TrioStartup1,owner39@triostartup1.com,
Outbound Calls,1764997200,2.257239,536.0 seconds,owner42@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1764997200,0.567323,375.0 seconds,user42a@smallcorp1.com,mobile,SmallCorp1,owner42@smallcorp1.com,
Outbound Calls,1764997200,1.403126,464.0 seconds,user46e@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1764997200,0.401555,92.0 seconds,user48c@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,
Outbound Calls,1764997200,0.922658,202.0 seconds,user49b@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1764997200,0.030219,15.0 seconds,user50i@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,
Outbound Calls,1764997200,0.706474,145.0 seconds,user50i@largerteam1.com,mobile,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1764997200,0.049682,,user38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,2
Outbound Calls,1765083600,0.522705,384.0 seconds,owner14@personalbrand2.com,monday,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1765083600,1.175313,475.0 seconds,owner14@personalbrand2.com,web,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1765083600,0.452189,245.0 seconds,user31@startupduo1.com,zoho,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1765083600,0.743756,200.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1765083600,0.667963,233.0 seconds,owner40@threepersonteam1.com,mobile,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1765083600,1.837101,373.0 seconds,user50b@largerteam1.com,monday,LargerTeam1,owner50@largerteam1.com,
Outbound SMS,1765083600,0.042284,,owner3@independentsales1.com,mobile,IndependentSales1,owner3@independentsales1.com,2
Outbound SMS,1765083600,0.120241,,owner8@individualbiz1.com,mobile,IndividualBiz1,owner8@individualbiz1.com,3
Outbound SMS,1765083600,0.022383,,owner19@soloventure2.com,web,SoloVenture2,owner19@soloventure2.com,1
Outbound SMS,1765083600,0.044236,,owner29@soloventure3.com,front,SoloVenture3,owner29@soloventure3.com,3
Outbound SMS,1765083600,0.033294,,user39b@triostartup1.com,hubspot,TrioStartup1,owner39@triostartup1.com,3
Outbound SMS,1765083600,0.064161,,owner45@growingstartup1.com,notion,GrowingStartup1,owner45@growingstartup1.com,3
Outbound SMS,1765083600,0.110089,,user50b@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,4
Outbound Calls,1765170000,0.485018,112.0 seconds,owner10@freelancepro1.com,mobile,FreelancePro1,owner10@freelancepro1.com,
Outbound Calls,1765170000,0.262357,123.0 seconds,owner18@individualbiz2.com,mobile,IndividualBiz2,owner18@individualbiz2.com,
Outbound Calls,1765170000,1.656377,435.0 seconds,owner28@individualbiz3.com,mobile,IndividualBiz3,owner28@individualbiz3.com,
Outbound Calls,1765170000,0.360637,80.0 seconds,owner36@startupduo2.com,discord,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1765170000,0.67629,434.0 seconds,user49d@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound SMS,1765170000,0.112011,,owner7@oneperson1.com,web,OnePerson1,owner7@oneperson1.com,4
Outbound SMS,1765170000,0.06854,,owner27@oneperson3.com,web,OnePerson3,owner27@oneperson3.com,3
Outbound SMS,1765170000,0.118185,,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,3
Outbound SMS,1765170000,0.103293,,user32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,4
Outbound SMS,1765170000,0.163253,,user48f@growthcompany1.com,freshsales,GrowthCompany1,owner48@growthcompany1.com,4
Outbound Calls,1765256400,0.65711,573.0 seconds,owner12@freelanceexpert2.com,mobile,FreelanceExpert2,owner12@freelanceexpert2.com,
Outbound Calls,1765256400,0.169316,159.0 seconds,owner31@startupduo1.com,web,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1765256400,1.312797,338.0 seconds,user45c@growingstartup1.com,zapier,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1765256400,0.047055,,owner3@independentsales1.com,web,IndependentSales1,owner3@independentsales1.com,1
Outbound SMS,1765256400,0.020738,,owner30@freelancepro3.com,web,FreelancePro3,owner30@freelancepro3.com,1
Outbound SMS,1765256400,0.15229,,owner35@duoventure1.com,airtable,DuoVenture1,owner35@duoventure1.com,4
Outbound Calls,1765342800,2.532283,562.0 seconds,owner14@personalbrand2.com,web,PersonalBrand2,owner14@personalbrand2.com,
Outbound Calls,1765342800,2.369709,538.0 seconds,owner20@freelancepro2.com,web,FreelancePro2,owner20@freelancepro2.com,
Outbound Calls,1765342800,0.340453,287.0 seconds,user31@startupduo1.com,monday,StartupDuo1,owner31@startupduo1.com,
Outbound Calls,1765342800,0.517313,274.0 seconds,user32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1765342800,2.299801,495.0 seconds,owner40@threepersonteam1.com,teams,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1765342800,0.59904,226.0 seconds,user42a@smallcorp1.com,nutshell,SmallCorp1,owner42@smallcorp1.com,
Outbound SMS,1765342800,0.191238,,owner13@independentsales2.com,web,IndependentSales2,owner13@independentsales2.com,4
Outbound SMS,1765342800,0.06848,,owner32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,3
Outbound SMS,1765342800,0.028482,,user36@startupduo2.com,mailchimp,StartupDuo2,owner36@startupduo2.com,1
Outbound SMS,1765342800,0.130889,,user46d@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,3
Outbound Calls,1765429200,2.111894,579.0 seconds,owner4@personalbrand1.com,mobile,PersonalBrand1,owner4@personalbrand1.com,
Outbound Calls,1765429200,1.340884,516.0 seconds,owner7@oneperson1.com,mobile,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1765429200,1.384115,439.0 seconds,owner8@individualbiz1.com,mobile,IndividualBiz1,owner8@individualbiz1.com,
Outbound Calls,1765429200,0.588848,243.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1765429200,0.12708,115.0 seconds,owner32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1765429200,0.365299,193.0 seconds,owner36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1765429200,0.481535,204.0 seconds,user46e@mediumteam1.com,web,MediumTeam1,owner46@mediumteam1.com,
Outbound Calls,1765429200,1.195641,392.0 seconds,user49e@scalingbusiness1.com,web,ScalingBusiness1,owner49@scalingbusiness1.com,
Outbound Calls,1765515600,0.842646,399.0 seconds,owner1@soloconsultant1.com,web,SoloConsultant1,owner1@soloconsultant1.com,
Outbound Calls,1765515600,2.089614,494.0 seconds,owner3@independentsales1.com,web,IndependentSales1,owner3@independentsales1.com,
Outbound Calls,1765515600,0.172982,150.0 seconds,owner21@soloconsultant3.com,web,SoloConsultant3,owner21@soloconsultant3.com,
Outbound Calls,1765515600,0.935238,319.0 seconds,owner24@personalbrand3.com,mobile,PersonalBrand3,owner24@personalbrand3.com,
Outbound Calls,1765515600,1.811664,363.0 seconds,user32@smallteam1.com,slack,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1765515600,0.498092,178.0 seconds,user36@startupduo2.com,web,StartupDuo2,owner36@startupduo2.com,
Outbound Calls,1765515600,0.839827,236.0 seconds,owner38@twopersoncorp2.com,mobile,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound SMS,1765515600,0.096559,,user41b@trioventure1.com,mobile,TrioVenture1,owner41@trioventure1.com,2
Outbound SMS,1765515600,0.025177,,user50b@largerteam1.com,web,LargerTeam1,owner50@largerteam1.com,2
Outbound Calls,1765602000,0.760577,379.0 seconds,owner32@smallteam1.com,web,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1765602000,0.142035,97.0 seconds,user32@smallteam1.com,mobile,SmallTeam1,owner32@smallteam1.com,
Outbound Calls,1765602000,0.291433,115.0 seconds,user40b@threepersonteam1.com,web,ThreePersonTeam1,owner40@threepersonteam1.com,
Outbound Calls,1765602000,0.783254,224.0 seconds,user41b@trioventure1.com,salesforce,TrioVenture1,owner41@trioventure1.com,
Outbound Calls,1765602000,1.943294,546.0 seconds,owner45@growingstartup1.com,slack,GrowingStartup1,owner45@growingstartup1.com,
Outbound SMS,1765602000,0.089292,,user49d@scalingbusiness1.com,mobile,ScalingBusiness1,owner49@scalingbusiness1.com,3
Outbound Calls,1765688400,1.423863,526.0 seconds,owner7@oneperson1.com,mobile,OnePerson1,owner7@oneperson1.com,
Outbound Calls,1765688400,0.130957,57.0 seconds,owner13@independentsales2.com,web,IndependentSales2,owner13@independentsales2.com,
Outbound Calls,1765688400,0.848077,552.0 seconds,owner30@freelancepro3.com,notion,FreelancePro3,owner30@freelancepro3.com,
Outbound Calls,1765688400,0.717961,148.0 seconds,user33@twopersoncorp1.com,web,TwoPersonCorp1,owner33@twopersoncorp1.com,
Outbound Calls,1765688400,1.106185,460.0 seconds,user34@partnershipbiz1.com,web,PartnershipBiz1,owner34@partnershipbiz1.com,
Outbound Calls,1765688400,0.493706,176.0 seconds,user38@twopersoncorp2.com,web,TwoPersonCorp2,owner38@twopersoncorp2.com,
Outbound SMS,1765688400,0.031195,,user48c@growthcompany1.com,mobile,GrowthCompany1,owner48@growthcompany1.com,2
Outbound Calls,1765774800,0.780802,179.0 seconds,owner8@individualbiz1.com,mobile,IndividualBiz1,owner8@individualbiz1.com,
Outbound Calls,1765774800,0.08825,63.0 seconds,owner27@oneperson3.com,web,OnePerson3,owner27@oneperson3.com,
Outbound Calls,1765774800,0.205092,67.0 seconds,user39a@triostartup1.com,mobile,TrioStartup1,owner39@triostartup1.com,
